country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
European Union (27),2016,0,443179834.0,0.0,0.047,0.073,347.678,154.084,340.923,151.09,5.219,0.895,317.8,-3.975,-110.15,6004.576,2661.107,1487.139,659.07,-3.207,-51.63,3516.41,1558.402,22.767,15.464,2895.52,2894.87,16.822,1.125,191.422,38830.066,0.0,1.788,222.765,2832.146,1255.15,28608.264,12678.605,43.358,73.676,6.186,214.483,3681.617,1053.523,466.9,8307.276,-2.287,-19.276,1858.11,823.477,16.129,21.394,919.99,2.709,18.883,917.686,779.819,345.6,2070.686,11.938,5.333,-0.227,-31.344,4530.096,3699.898,1639.72,10221.8,56.642,26.324,0.65,0.022,-2.394,-60.439,1973.396,1732.818,767.95,4452.811,26.528,11.467,1.905,118.432,6335.882,291.484,129.18,14296.413,-11.84,-35.993,604.74,268.009,4.462,36.818,505.658,158.32,7.23,1.134,5.542,357.236,16.314,1140.977,5.469,0.25,2.938,6532.044,17208.703,1.466,29.096,2556.7,1967.08,871.77,5768.991,30.114,14.857,0.194,-1.061,265.081,227.989,101.04,598.134,3.49,1.54,1.399,5.658,714.191,602.036,266.81,1611.516,9.217,4.15
European Union (27),2017,0,443746907.0,0.0,6.771,10.434,370.747,164.518,346.233,153.64,5.25,0.947,318.031,-3.434,-91.383,5790.968,2569.724,1439.672,638.85,-0.343,-5.341,3499.88,1553.061,21.831,14.79,2921.83,2926.38,16.843,0.962,165.6,39153.633,0.0,1.482,187.907,2910.488,1291.52,28995.16,12866.513,44.134,74.055,4.622,170.182,3851.8,1184.842,525.77,8680.172,-6.773,-55.774,1730.047,767.703,17.967,22.17,930.68,-15.026,-142.476,775.211,663.306,294.34,1746.966,10.058,4.462,0.322,-22.305,4507.791,3684.217,1634.86,10158.472,55.866,25.945,-4.55,-0.156,-1.107,-33.332,1940.064,1711.336,759.4,4372.006,25.95,11.166,1.722,109.106,6444.988,285.974,126.9,14524.019,-1.552,-4.159,594.595,263.85,4.336,37.095,515.163,160.87,7.23,1.878,9.505,362.526,16.293,1160.939,5.497,0.247,2.965,6594.705,17374.303,1.396,11.026,2567.726,1972.881,875.46,5786.465,29.916,14.779,6.909,16.648,281.729,243.247,107.94,634.886,3.689,1.622,17.059,116.915,831.106,703.802,312.31,1872.928,10.672,4.784
European Union (27),2018,0,444343250.0,0.0,7.372,12.128,397.543,176.645,349.955,155.5,5.341,1.013,301.333,-2.235,-57.437,5653.935,2512.288,1340.225,595.52,-3.905,-60.646,3358.697,1492.414,20.453,14.409,2920.44,2911.6,16.699,0.351,61.006,39238.379,0.0,-0.897,-115.41,2722.085,1209.54,28696.514,12751.103,41.542,73.134,-1.836,-70.729,3781.07,1105.137,491.06,8509.346,-10.366,-79.577,1548.638,688.127,16.866,21.686,877.36,17.591,131.033,906.244,773.816,343.84,2039.513,11.809,5.198,4.591,176.415,4684.206,3830.507,1702.06,10541.862,58.458,26.866,8.84,0.303,0.328,-5.014,1935.05,1714.755,761.94,4354.854,26.169,11.098,0.198,12.756,6457.745,276.723,122.96,14533.234,-3.527,-9.306,572.853,254.544,4.223,37.038,520.375,162.64,7.14,1.016,5.212,366.023,16.069,1171.11,5.586,0.245,2.985,6552.592,17435.309,7.715,181.43,2749.156,2115.752,940.12,6187.009,32.289,15.768,6.275,15.928,297.657,254.33,113.01,669.88,3.881,1.707,2.661,17.129,848.235,721.582,320.63,1908.964,11.012,4.865
European Union (27),2019,0,445027038.0,0.0,0.931,1.644,400.626,178.29,358.765,159.66,5.55,1.039,275.194,-19.319,-485.36,4554.617,2026.928,1013.197,450.9,-17.935,-267.666,2752.077,1224.749,15.673,11.813,2879.85,2876.92,16.766,-1.586,-276.564,38556.633,0.0,-2.848,-363.108,2546.879,1133.43,27836.498,12387.994,39.397,72.196,3.634,137.386,3918.457,1280.035,569.65,8804.986,-11.258,-77.468,1372.184,610.659,19.801,22.837,791.71,-7.206,-68.407,837.837,719.709,320.29,1882.664,11.133,4.883,2.063,86.546,4770.751,3917.717,1743.49,10720.139,60.603,27.804,2.93,0.102,0.438,1.302,1936.352,1719.761,765.34,4351.087,26.603,11.285,-0.234,-15.135,6442.609,253.648,112.88,14476.895,-7.559,-19.24,528.739,235.303,3.924,37.547,532.95,166.89,7.23,2.417,12.575,375.011,16.246,1197.567,5.801,0.251,3.106,6464.596,17158.744,3.173,85.244,2834.4,2197.956,978.15,6369.05,34.0,16.519,9.566,27.272,324.928,278.118,123.77,730.131,4.302,1.894,13.642,112.16,960.396,825.118,367.2,2158.061,12.764,5.597
European Union (27),2020,0,445290493.0,0.0,4.085,7.284,416.746,185.573,365.267,162.65,5.908,1.171,253.631,-18.197,-368.85,3723.587,1658.078,789.103,351.38,-16.827,-206.083,2287.643,1018.666,12.763,10.46,2766.86,2753.01,17.367,-7.617,-1307.029,35598.594,0.0,-10.53,-1304.508,2272.067,1011.73,24890.463,11083.486,36.75,69.92,-2.936,-115.034,3803.422,1258.235,560.28,8541.44,-21.66,-132.267,1074.336,478.392,20.352,23.994,698.25,7.988,63.607,901.443,777.537,346.23,2024.394,12.576,5.687,0.291,-2.522,4768.229,3910.436,1741.28,10708.132,63.25,30.08,13.85,0.501,-10.681,-213.176,1723.176,1534.975,683.51,3869.779,24.828,10.871,-12.737,-820.624,5621.985,224.73,100.07,12625.434,-4.849,-11.409,502.804,223.894,3.635,35.466,538.306,169.88,7.23,1.007,5.357,381.504,16.237,1208.888,6.171,0.263,3.396,6182.503,15851.715,7.582,210.654,3045.054,2375.461,1057.77,6838.354,38.422,19.21,16.236,51.369,376.297,323.946,144.25,845.059,5.24,2.374,9.047,83.038,1043.434,892.474,397.41,2343.265,14.435,6.582
European Union (27),2021,0,445051201.0,0.0,2.067,3.835,425.588,189.409,380.585,169.38,5.911,1.134,262.459,12.855,213.147,4204.515,1871.225,952.767,424.03,7.254,73.892,2454.904,1092.558,14.798,11.206,2872.68,2865.44,17.16,5.338,846.178,37519.039,0.0,6.095,675.527,2397.882,1067.18,26421.709,11759.014,37.243,70.422,4.281,162.826,3966.248,1218.736,542.4,8911.893,-7.951,-38.038,989.445,440.354,18.929,23.753,752.06,0.324,-0.388,901.056,772.585,343.84,2024.612,12.0,5.396,3.793,170.649,4938.879,4040.569,1798.26,11097.327,62.757,29.578,7.24,0.252,7.081,115.259,1838.435,1642.777,731.12,4130.839,25.515,11.01,5.328,299.556,5921.541,226.378,100.75,13305.303,-7.288,-16.318,466.41,207.576,3.516,35.463,570.5,176.49,7.11,5.917,32.194,396.561,15.976,1281.875,6.159,0.248,3.417,6438.45,16697.893,1.98,55.39,3100.444,2397.792,1067.14,6966.489,37.242,18.568,12.102,43.994,420.291,356.319,158.58,944.366,5.534,2.517,-1.965,-24.245,1019.188,872.327,388.23,2290.048,13.549,6.104
European Union (27) (Ember),2001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,1.179,0.0,374.55,0.0,0.0,0.0,0.0,0.0,792.92,0.0,0.0,0.0,0.0,29.304,0.0,2705.81,2705.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1378.91,0.0,0.0,50.961,0.0,0.0,0.0,0.0,0.0,354.33,0.0,0.0,0.0,0.0,0.0,13.095,0.0,1013.46,0.0,0.0,0.0,0.0,375.08,0.0,13.862,0.0,0.0,0.0,0.0,0.0,1326.9,0.0,49.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.9,0.0,32.852,0.0,0.0,0.0,0.0,0.0,231.66,0.0,0.0,0.0,0.0,0.0,8.562,0.0,0.0,36.99,5.09,0.0,0.0,0.0,0.0,0.0,1.367,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,16.187,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.007,0.0,0.0,0.0,0.0,0.0,25.74,0.0,0.951,0.0
European Union (27) (Ember),2002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,1.351,0.0,384.689,0.0,0.0,0.0,0.0,0.0,814.34,0.0,0.0,0.0,0.0,29.898,0.0,2723.73,2723.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1429.89,0.0,0.0,52.497,0.0,0.0,0.0,0.0,0.0,372.81,0.0,0.0,0.0,0.0,0.0,13.687,0.0,1047.79,0.0,0.0,0.0,0.0,314.12,0.0,11.533,0.0,0.0,0.0,0.0,0.0,1293.84,0.0,47.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902.34,0.0,33.129,0.0,0.0,0.0,0.0,0.0,242.74,0.0,0.0,0.0,0.0,0.0,8.912,0.0,0.0,42.05,5.25,0.0,0.0,0.0,0.0,0.0,1.544,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.5,0.0,14.374,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.01,0.0,0.0,0.0,0.0,0.0,35.06,0.0,1.287,0.0
European Union (27) (Ember),2003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.16,1.539,0.0,389.021,0.0,0.0,0.0,0.0,0.0,849.04,0.0,0.0,0.0,0.0,30.282,0.0,2803.78,2803.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1497.59,0.0,0.0,53.413,0.0,0.0,0.0,0.0,0.0,420.74,0.0,0.0,0.0,0.0,0.0,15.006,0.0,1090.73,0.0,0.0,0.0,0.0,306.23,0.0,10.922,0.0,0.0,0.0,0.0,0.0,1306.19,0.0,46.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.18,0.0,32.356,0.0,0.0,0.0,0.0,0.0,227.81,0.0,0.0,0.0,0.0,0.0,8.125,0.0,0.0,49.08,5.92,0.0,0.0,0.0,0.0,0.0,1.75,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.01,0.0,14.231,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.014,0.0,0.0,0.0,0.0,0.0,43.3,0.0,1.544,0.0
European Union (27) (Ember),2004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.76,1.838,0.0,378.258,0.0,0.0,0.0,0.0,0.0,835.42,0.0,0.0,0.0,0.0,29.104,0.0,2870.5,2870.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.39,0.0,0.0,52.269,0.0,0.0,0.0,0.0,0.0,460.38,0.0,0.0,0.0,0.0,0.0,16.038,0.0,1085.79,0.0,0.0,0.0,0.0,324.7,0.0,11.312,0.0,0.0,0.0,0.0,0.0,1370.11,0.0,47.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.46,0.0,32.345,0.0,0.0,0.0,0.0,0.0,204.59,0.0,0.0,0.0,0.0,0.0,7.127,0.0,0.0,58.75,5.99,0.0,0.0,0.0,0.0,0.0,2.047,0.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.65,0.0,15.386,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.024,0.0,0.0,0.0,0.0,0.0,57.52,0.0,2.004,0.0
European Union (27) (Ember),2005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,2.115,0.0,377.489,0.0,0.0,0.0,0.0,0.0,808.89,0.0,0.0,0.0,0.0,28.046,0.0,2884.11,2884.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1523.26,0.0,0.0,52.816,0.0,0.0,0.0,0.0,0.0,514.72,0.0,0.0,0.0,0.0,0.0,17.847,0.0,1088.72,0.0,0.0,0.0,0.0,308.36,0.0,10.692,0.0,0.0,0.0,0.0,0.0,1360.85,0.0,47.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.08,0.0,31.763,0.0,0.0,0.0,0.0,0.0,199.65,0.0,0.0,0.0,0.0,0.0,6.922,0.0,0.0,66.87,5.87,0.0,0.0,0.0,0.0,0.0,2.319,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.77,0.0,15.421,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.05,0.0,0.0,0.0,0.0,0.0,68.09,0.0,2.361,0.0
European Union (27) (Ember),2006,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.86,2.379,0.0,377.048,0.0,0.0,0.0,0.0,0.0,816.5,0.0,0.0,0.0,0.0,27.807,0.0,2936.31,2936.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1553.34,0.0,0.0,52.901,0.0,0.0,0.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,18.476,0.0,1107.13,0.0,0.0,0.0,0.0,311.4,0.0,10.605,0.0,0.0,0.0,0.0,0.0,1382.97,0.0,47.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.44,0.0,31.142,0.0,0.0,0.0,0.0,0.0,194.34,0.0,0.0,0.0,0.0,0.0,6.619,0.0,0.0,75.94,6.08,0.0,0.0,0.0,0.0,0.0,2.586,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.53,0.0,15.956,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.084,0.0,0.0,0.0,0.0,0.0,78.72,0.0,2.681,0.0
European Union (27) (Ember),2007,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.43,2.656,0.0,380.777,0.0,0.0,0.0,0.0,0.0,828.74,0.0,0.0,0.0,0.0,28.063,0.0,2953.12,2953.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583.19,0.0,0.0,53.611,0.0,0.0,0.0,0.0,0.0,574.53,0.0,0.0,0.0,0.0,0.0,19.455,0.0,1124.48,0.0,0.0,0.0,0.0,309.33,0.0,10.475,0.0,0.0,0.0,0.0,0.0,1369.93,0.0,46.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.24,0.0,29.536,0.0,0.0,0.0,0.0,0.0,179.92,0.0,0.0,0.0,0.0,0.0,6.093,0.0,0.0,84.67,6.24,0.0,0.0,0.0,0.0,0.0,2.867,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.69,0.0,16.853,0.0,0.0,0.0,0.0,0.0,3.77,0.0,0.128,0.0,0.0,0.0,0.0,0.0,99.92,0.0,3.384,0.0
European Union (27) (Ember),2008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.09,2.97,0.0,364.142,0.0,0.0,0.0,0.0,0.0,757.01,0.0,0.0,0.0,0.0,25.522,0.0,2966.15,2966.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1539.41,0.0,0.0,51.899,0.0,0.0,0.0,0.0,0.0,613.87,0.0,0.0,0.0,0.0,0.0,20.696,0.0,1080.1,0.0,0.0,0.0,0.0,327.08,0.0,11.027,0.0,0.0,0.0,0.0,0.0,1426.74,0.0,48.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.73,0.0,29.828,0.0,0.0,0.0,0.0,0.0,168.53,0.0,0.0,0.0,0.0,0.0,5.682,0.0,0.0,94.29,6.2,0.0,0.0,0.0,0.0,0.0,3.179,0.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.01,0.0,18.273,0.0,0.0,0.0,0.0,0.0,7.42,0.0,0.25,0.0,0.0,0.0,0.0,0.0,113.22,0.0,3.817,0.0
European Union (27) (Ember),2009,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.24,3.454,0.0,355.388,0.0,0.0,0.0,0.0,0.0,703.55,0.0,0.0,0.0,0.0,24.992,0.0,2815.15,2815.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1417.85,0.0,0.0,50.365,0.0,0.0,0.0,0.0,0.0,566.31,0.0,0.0,0.0,0.0,0.0,20.117,0.0,1000.47,0.0,0.0,0.0,0.0,330.5,0.0,11.74,0.0,0.0,0.0,0.0,0.0,1397.3,0.0,49.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.92,0.0,29.303,0.0,0.0,0.0,0.0,0.0,147.99,0.0,0.0,0.0,0.0,0.0,5.257,0.0,0.0,103.23,5.99,0.0,0.0,0.0,0.0,0.0,3.667,0.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.38,0.0,20.332,0.0,0.0,0.0,0.0,0.0,14.08,0.0,0.5,0.0,0.0,0.0,0.0,0.0,124.57,0.0,4.425,0.0
European Union (27) (Ember),2010,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.47,3.777,0.0,345.005,0.0,0.0,0.0,0.0,0.0,701.2,0.0,0.0,0.0,0.0,23.757,0.0,2951.52,2951.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443.09,0.0,0.0,48.893,0.0,0.0,0.0,0.0,0.0,589.27,0.0,0.0,0.0,0.0,0.0,19.965,0.0,1018.29,0.0,0.0,0.0,0.0,373.33,0.0,12.649,0.0,0.0,0.0,0.0,0.0,1508.43,0.0,51.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.47,0.0,28.95,0.0,0.0,0.0,0.0,0.0,152.62,0.0,0.0,0.0,0.0,0.0,5.171,0.0,0.0,117.56,6.09,0.0,0.0,0.0,0.0,0.0,3.983,0.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.96,0.0,22.157,0.0,0.0,0.0,0.0,0.0,23.24,0.0,0.787,0.0,0.0,0.0,0.0,0.0,139.83,0.0,4.738,0.0
European Union (27) (Ember),2011,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.98,4.087,0.0,349.833,0.0,0.0,0.0,0.0,0.0,724.81,0.0,0.0,0.0,0.0,24.895,0.0,2911.45,2911.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428.23,0.0,0.0,49.056,0.0,0.0,0.0,0.0,0.0,558.76,0.0,0.0,0.0,0.0,0.0,19.192,0.0,1018.52,0.0,0.0,0.0,0.0,307.43,0.0,10.559,0.0,0.0,0.0,0.0,0.0,1483.22,0.0,50.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.77,0.0,28.775,0.0,0.0,0.0,0.0,0.0,144.66,0.0,0.0,0.0,0.0,0.0,4.969,0.0,0.0,125.4,6.42,0.0,0.0,0.0,0.0,0.0,4.307,0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.45,0.0,22.169,0.0,0.0,0.0,0.0,0.0,47.28,0.0,1.624,0.0,0.0,0.0,0.0,0.0,165.34,0.0,5.679,0.0
European Union (27) (Ember),2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.87,4.572,0.0,343.184,0.0,0.0,0.0,0.0,0.0,742.68,0.0,0.0,0.0,0.0,25.554,0.0,2906.31,2906.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365.91,0.0,0.0,46.998,0.0,0.0,0.0,0.0,0.0,484.75,0.0,0.0,0.0,0.0,0.0,16.679,0.0,997.4,0.0,0.0,0.0,0.0,331.67,0.0,11.412,0.0,0.0,0.0,0.0,0.0,1540.4,0.0,53.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.95,0.0,27.937,0.0,0.0,0.0,0.0,0.0,138.48,0.0,0.0,0.0,0.0,0.0,4.765,0.0,0.0,139.15,6.28,0.0,0.0,0.0,0.0,0.0,4.788,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.45,0.0,25.064,0.0,0.0,0.0,0.0,0.0,70.17,0.0,2.414,0.0,0.0,0.0,0.0,0.0,187.46,0.0,6.45,0.0
European Union (27) (Ember),2013,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.13,4.818,0.0,328.734,0.0,0.0,0.0,0.0,0.0,728.9,0.0,0.0,0.0,0.0,25.242,0.0,2887.62,2887.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274.22,0.0,0.0,44.127,0.0,0.0,0.0,0.0,0.0,415.48,0.0,0.0,0.0,0.0,0.0,14.388,0.0,949.26,0.0,0.0,0.0,0.0,368.02,0.0,12.745,0.0,0.0,0.0,0.0,0.0,1613.4,0.0,55.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.23,0.0,27.92,0.0,0.0,0.0,0.0,0.0,129.84,0.0,0.0,0.0,0.0,0.0,4.496,0.0,0.0,145.57,6.44,0.0,0.0,0.0,0.0,0.0,5.041,0.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.17,0.0,27.953,0.0,0.0,0.0,0.0,0.0,84.12,0.0,2.913,0.0,0.0,0.0,0.0,0.0,209.46,0.0,7.254,0.0
European Union (27) (Ember),2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.25,5.101,0.0,315.259,0.0,0.0,0.0,0.0,0.0,692.78,0.0,0.0,0.0,0.0,24.497,0.0,2827.99,2827.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177.75,0.0,0.0,41.646,0.0,0.0,0.0,0.0,0.0,357.4,0.0,0.0,0.0,0.0,0.0,12.638,0.0,891.55,0.0,0.0,0.0,0.0,370.06,0.0,13.086,0.0,0.0,0.0,0.0,0.0,1650.24,0.0,58.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.57,0.0,28.733,0.0,0.0,0.0,0.0,0.0,127.57,0.0,0.0,0.0,0.0,0.0,4.511,0.0,0.0,151.04,6.79,0.0,0.0,0.0,0.0,0.0,5.341,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.67,0.0,29.621,0.0,0.0,0.0,0.0,0.0,94.2,0.0,3.331,0.0,0.0,0.0,0.0,0.0,222.37,0.0,7.863,0.0
European Union (27) (Ember),2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.36,5.198,0.0,320.96,0.0,0.0,0.0,0.0,0.0,705.03,0.0,0.0,0.0,0.0,24.537,0.0,2873.29,2873.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230.11,0.0,0.0,42.812,0.0,0.0,0.0,0.0,0.0,396.78,0.0,0.0,0.0,0.0,0.0,13.809,0.0,922.21,0.0,0.0,0.0,0.0,336.0,0.0,11.694,0.0,0.0,0.0,0.0,0.0,1643.18,0.0,57.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.69,0.0,27.379,0.0,0.0,0.0,0.0,0.0,128.3,0.0,0.0,0.0,0.0,0.0,4.465,0.0,0.0,156.45,7.09,0.0,0.0,0.0,0.0,0.0,5.445,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.49,0.0,29.809,0.0,0.0,0.0,0.0,0.0,100.85,0.0,3.51,0.0,0.0,0.0,0.0,0.0,263.19,0.0,9.16,0.0
European Union (27) (Ember),2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.09,5.219,0.0,317.79,0.0,0.0,0.0,0.0,0.0,659.07,0.0,0.0,0.0,0.0,22.767,0.0,2894.87,2894.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1255.15,0.0,0.0,43.358,0.0,0.0,0.0,0.0,0.0,466.9,0.0,0.0,0.0,0.0,0.0,16.129,0.0,919.96,0.0,0.0,0.0,0.0,345.6,0.0,11.938,0.0,0.0,0.0,0.0,0.0,1639.72,0.0,56.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.95,0.0,26.528,0.0,0.0,0.0,0.0,0.0,129.18,0.0,0.0,0.0,0.0,0.0,4.462,0.0,0.0,158.32,7.23,0.0,0.0,0.0,0.0,0.0,5.469,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.77,0.0,30.114,0.0,0.0,0.0,0.0,0.0,101.04,0.0,3.49,0.0,0.0,0.0,0.0,0.0,266.81,0.0,9.217,0.0
European Union (27) (Ember),2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.64,5.25,0.0,318.045,0.0,0.0,0.0,0.0,0.0,638.85,0.0,0.0,0.0,0.0,21.831,0.0,2926.38,2926.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1291.52,0.0,0.0,44.134,0.0,0.0,0.0,0.0,0.0,525.77,0.0,0.0,0.0,0.0,0.0,17.967,0.0,930.72,0.0,0.0,0.0,0.0,294.34,0.0,10.058,0.0,0.0,0.0,0.0,0.0,1634.86,0.0,55.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.4,0.0,25.95,0.0,0.0,0.0,0.0,0.0,126.9,0.0,0.0,0.0,0.0,0.0,4.336,0.0,0.0,160.87,7.23,0.0,0.0,0.0,0.0,0.0,5.497,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.46,0.0,29.916,0.0,0.0,0.0,0.0,0.0,107.94,0.0,3.689,0.0,0.0,0.0,0.0,0.0,312.31,0.0,10.672,0.0
