economy,year,id_year,urbanpop
ZAF,2013,ZAF 2013,34367596
ZMB,2013,ZMB 2013,6225773
ZWE,2013,ZWE 2013,4426387
ABW,2014,ABW 2014,44588
AFE,2014,AFE 2014,198073341
AFG,2014,AFG 2014,8043935
AFW,2014,AFW 2014,175773257
AGO,2014,AGO 2014,17017877
ALB,2014,ALB 2014,1630119
AND,2014,AND 2014,63342
ARB,2014,ARB 2014,228834568
ARE,2014,ARE 2014,7543693
ARG,2014,ARG 2014,38990109
ARM,2014,ARM 2014,1823893
ASM,2014,ASM 2014,45579
ATG,2014,ATG 2014,22465
AUS,2014,AUS 2014,20095657
AUT,2014,AUT 2014,4916377
AZE,2014,AZE 2014,5189181
BDI,2014,BDI 2014,1235881
BEL,2014,BEL 2014,10966157
BEN,2014,BEN 2014,4794300
BFA,2014,BFA 2014,4893865
BGD,2014,BGD 2014,52301622
BGR,2014,BGR 2014,5320503
BHR,2014,BHR 2014,1165795
BHS,2014,BHS 2014,321687
BIH,2014,BIH 2014,1672688
BLR,2014,BLR 2014,7246350
BLZ,2014,BLZ 2014,159731
BMU,2014,BMU 2014,65138
BOL,2014,BOL 2014,7428682
BRA,2014,BRA 2014,173941724
BRB,2014,BRB 2014,86933
BRN,2014,BRN 2014,318042
BTN,2014,BTN 2014,279212
BWA,2014,BWA 2014,1500166
CAF,2014,CAF 2014,1917526
CAN,2014,CAN 2014,28781576
CEB,2014,CEB 2014,64285250
CHE,2014,CHE 2014,6034707
CHI,2014,CHI 2014,49875
CHL,2014,CHL 2014,15441376
CHN,2014,CHN 2014,744357517
CIV,2014,CIV 2014,11271041
CMR,2014,CMR 2014,12036424
COD,2014,COD 2014,32071811
COG,2014,COG 2014,3218363
COL,2014,COL 2014,37069292
COM,2014,COM 2014,202507
CPV,2014,CPV 2014,348451
CRI,2014,CRI 2014,3678801
CSS,2014,CSS 2014,3652047
CUB,2014,CUB 2014,8709909
CUW,2014,CUW 2014,139450
CYM,2014,CYM 2014,59559
CYP,2014,CYP 2014,788952
CZE,2014,CZE 2014,7723921
DEU,2014,DEU 2014,62510392
DJI,2014,DJI 2014,764703
DMA,2014,DMA 2014,48060
DNK,2014,DNK 2014,4932961
DOM,2014,DOM 2014,7986119
DZA,2014,DZA 2014,27217778
EAP,2014,EAP 2014,1051853331
EAR,2014,EAR 2014,1357236002
EAS,2014,EAS 2014,1265610762
ECA,2014,ECA 2014,259075459
ECS,2014,ECS 2014,644384592
ECU,2014,ECU 2014,10095187
EGY,2014,EGY 2014,40950796
EMU,2014,EMU 2014,257681423
ERI,2014,ERI 2014,1249275
ESP,2014,ESP 2014,36890017
EST,2014,EST 2014,897427
ETH,2014,ETH 2014,18949891
EUU,2014,EUU 2014,327011738
FCS,2014,FCS 2014,354372409
FIN,2014,FIN 2014,4651843
FJI,2014,FJI 2014,496380
FRA,2014,FRA 2014,52647802
FRO,2014,FRO 2014,20113
FSM,2014,FSM 2014,24420
GAB,2014,GAB 2014,1723968
GBR,2014,GBR 2014,53209683
GEO,2014,GEO 2014,2122558
GHA,2014,GHA 2014,15062212
GIB,2014,GIB 2014,32452
GIN,2014,GIN 2014,3948091
GMB,2014,GMB 2014,1281189
GNB,2014,GNB 2014,727221
GNQ,2014,GNQ 2014,907703
GRC,2014,GRC 2014,8463623
GRD,2014,GRD 2014,42397
GRL,2014,GRL 2014,48308
GTM,2014,GTM 2014,7597137
GUM,2014,GUM 2014,158243
GUY,2014,GUY 2014,198400
HIC,2014,HIC 2014,966099548
HKG,2014,HKG 2014,7229500
HND,2014,HND 2014,4975954
HPC,2014,HPC 2014,241897121
HRV,2014,HRV 2014,2370234
HTI,2014,HTI 2014,5356730
HUN,2014,HUN 2014,6928924
IBD,2014,IBD 2014,2435285428
IBT,2014,IBT 2014,2969073351
IDA,2014,IDA 2014,533787923
IDB,2014,IDB 2014,208293654
IDN,2014,IDN 2014,134866535
IDX,2014,IDX 2014,325494269
IMN,2014,IMN 2014,43762
IND,2014,IND 2014,423338709
IRL,2014,IRL 2014,2903635
IRN,2014,IRN 2014,58236086
IRQ,2014,IRQ 2014,25633615
ISL,2014,ISL 2014,306653
ISR,2014,ISR 2014,7566988
ITA,2014,ITA 2014,42109853
JAM,2014,JAM 2014,1519915
JOR,2014,JOR 2014,7792223
JPN,2014,JPN 2014,116208079
KAZ,2014,KAZ 2014,9874723
KEN,2014,KEN 2014,11559254
KGZ,2014,KGZ 2014,2079480
KHM,2014,KHM 2014,3315806
KIR,2014,KIR 2014,58381
KNA,2014,KNA 2014,14760
KOR,2014,KOR 2014,41463573
KWT,2014,KWT 2014,3761584
LAC,2014,LAC 2014,437037355
LAO,2014,LAO 2014,2173853
LBN,2014,LBN 2014,5518096
LBR,2014,LBR 2014,2232447
LBY,2014,LBY 2014,4817782
LCA,2014,LCA 2014,32307
LCN,2014,LCN 2014,489854175
LDC,2014,LDC 2014,292779398
LIC,2014,LIC 2014,186912006
LIE,2014,LIE 2014,5310
LKA,2014,LKA 2014,3785336
LMC,2014,LMC 2014,1225660705
LMY,2014,LMY 2014,2911524374
LSO,2014,LSO 2014,555281
LTE,2014,LTE 2014,1321982899
LTU,2014,LTU 2014,1967853
LUX,2014,LUX 2014,500042
LVA,2014,LVA 2014,1354815
MAC,2014,MAC 2014,604167
MAR,2014,MAR 2014,20636838
MCO,2014,MCO 2014,36110
MDA,2014,MDA 2014,1214457
MDG,2014,MDG 2014,8362745
MDV,2014,MDV 2014,158802
MEA,2014,MEA 2014,274769467
MEX,2014,MEX 2014,93808838
MHL,2014,MHL 2014,38008
MIC,2014,MIC 2014,2724612368
MKD,2014,MKD 2014,1184330
MLI,2014,MLI 2014,6879609
MLT,2014,MLT 2014,409992
MMR,2014,MMR 2014,15142977
MNA,2014,MNA 2014,222267423
MNE,2014,MNE 2014,407105
MNG,2014,MNG 2014,1978651
MNP,2014,MNP 2014,47331
MOZ,2014,MOZ 2014,8821392
MRT,2014,MRT 2014,1929389
MUS,2014,MUS 2014,518383
MWI,2014,MWI 2014,2658225
MYS,2014,MYS 2014,22519314
NAC,2014,NAC 2014,288277446
NAM,2014,NAM 2014,1027878
NCL,2014,NCL 2014,184770
NER,2014,NER 2014,3141947
NGA,2014,NGA 2014,84275849
NIC,2014,NIC 2014,3582406
NLD,2014,NLD 2014,15126226
NOR,2014,NOR 2014,4145335
NPL,2014,NPL 2014,4993160
NRU,2014,NRU 2014,10940
NZL,2014,NZL 2014,3896881
OED,2014,OED 2014,1055611248
OMN,2014,OMN 2014,3213227
OSS,2014,OSS 2014,17303783
PAK,2014,PAK 2014,74593651
PAN,2014,PAN 2014,2581031
PER,2014,PER 2014,23425055
PHL,2014,PHL 2014,46703825
PLW,2014,PLW 2014,13795
PNG,2014,PNG 2014,1099324
POL,2014,POL 2014,22960228
PRE,2014,PRE 2014,326105328
PRI,2014,PRI 2014,3310445
PRK,2014,PRK 2014,15351564
PRT,2014,PRT 2014,6546012
PRY,2014,PRY 2014,3683303
PSE,2014,PSE 2014,3134764
PSS,2014,PSS 2014,909747
PST,2014,PST 2014,879980930
PYF,2014,PYF 2014,178657
QAT,2014,QAT 2014,2189397
ROU,2014,ROU 2014,10730940
RUS,2014,RUS 2014,106354644
RWA,2014,RWA 2014,1928885
SAS,2014,SAS 2014,567494427
SAU,2014,SAU 2014,26651368
SDN,2014,SDN 2014,12466023
SEN,2014,SEN 2014,6347549
SGP,2014,SGP 2014,5469724
SLB,2014,SLB 2014,130801
SLE,2014,SLE 2014,2887123
SLV,2014,SLV 2014,4276749
SMR,2014,SMR 2014,32240
SOM,2014,SOM 2014,5680248
SRB,2014,SRB 2014,3963388
SSA,2014,SSA 2014,373796379
SSD,2014,SSD 2014,2088586
SSF,2014,SSF 2014,373846598
SST,2014,SST 2014,21865577
STP,2014,STP 2014,136694
SUR,2014,SUR 2014,376497
SVK,2014,SVK 2014,2926070
SVN,2014,SVN 2014,1104335
SWE,2014,SWE 2014,8362604
SWZ,2014,SWZ 2014,260626
SXM,2014,SXM 2014,37685
SYC,2014,SYC 2014,50219
SYR,2014,SYR 2014,10337199
TCA,2014,TCA 2014,32134
TCD,2014,TCD 2014,3064321
TEA,2014,TEA 2014,1036467128
TEC,2014,TEC 2014,295136861
TGO,2014,TGO 2014,2884669
THA,2014,THA 2014,32841765
TJK,2014,TJK 2014,2219388
TKM,2014,TKM 2014,2827102
TLA,2014,TLA 2014,476995678
TLS,2014,TLS 2014,345177
TMN,2014,TMN 2014,219132659
TON,2014,TON 2014,24874
TSA,2014,TSA 2014,567494427
TSS,2014,TSS 2014,373846598
TTO,2014,TTO 2014,774842
TUN,2014,TUN 2014,7745627
TUR,2014,TUR 2014,57081960
TUV,2014,TUV 2014,6407
TZA,2014,TZA 2014,15703729
UGA,2014,UGA 2014,7813809
UKR,2014,UKR 2014,31223300
UMC,2014,UMC 2014,1498951663
URY,2014,URY 2014,3220213
USA,2014,USA 2014,259430732
UZB,2014,UZB 2014,15640290
VCT,2014,VCT 2014,54053
VEN,2014,VEN 2014,26613545
VGB,2014,VGB 2014,13389
VIR,2014,VIR 2014,102718
VNM,2014,VNM 2014,30212637
VUT,2014,VUT 2014,67107
WLD,2014,WLD 2014,3904237467
WSM,2014,WSM 2014,38634
YEM,2014,YEM 2014,9481916
ZAF,2014,ZAF 2014,35197669
ZMB,2014,ZMB 2014,6512613
ZWE,2014,ZWE 2014,4503674
ABW,2015,ABW 2015,44943
AFE,2015,AFE 2015,206556291
AFG,2015,AFG 2015,8371880
AFW,2015,AFW 2015,183117253
AGO,2015,AGO 2015,17845914
ALB,2015,ALB 2015,1654503
AND,2015,AND 2015,63384
ARB,2015,ARB 2015,235145769
ARE,2015,ARE 2015,7639464
ARG,2015,ARG 2015,39467043
ARM,2015,ARM 2015,1815962
ASM,2015,ASM 2015,44812
ATG,2015,ATG 2015,22485
AUS,2015,AUS 2015,20410546
AUT,2015,AUT 2015,4988134
AZE,2015,AZE 2015,5279540
BDI,2015,BDI 2015,1295625
BEL,2015,BEL 2015,11034732
BEN,2015,BEN 2015,4995735
BFA,2015,BFA 2015,5153071
BGD,2015,BGD 2015,54148316
BGR,2015,BGR 2015,5310996
BHR,2015,BHR 2015,1212293
BHS,2015,BHS 2015,324941
BIH,2015,BIH 2015,1662529
BLR,2015,BLR 2015,7302153
BLZ,2015,BLZ 2015,163403
BMU,2015,BMU 2015,65237
BOL,2015,BOL 2015,7584842
BRA,2015,BRA 2015,175989923
BRB,2015,BRB 2015,86898
BRN,2015,BRN 2015,323086
BTN,2015,BTN 2015,287484
BWA,2015,BWA 2015,1548038
CAF,2015,CAF 2015,1941083
CAN,2015,CAN 2015,29011826
CEB,2015,CEB 2015,64165146
CHE,2015,CHE 2015,6105617
CHI,2015,CHI 2015,50217
CHL,2015,CHL 2015,15611340
CHN,2015,CHN 2015,765822300
CIV,2015,CIV 2015,11667173
CMR,2015,CMR 2015,12559842
COD,2015,COD 2015,33617961
COG,2015,COG 2015,3319351
COL,2015,COL 2015,37584580
COM,2015,COM 2015,207892
CPV,2015,CPV 2015,355043
CRI,2015,CRI 2015,3762581
CSS,2015,CSS 2015,3681386
CUB,2015,CUB 2015,8719925
CUW,2015,CUW 2015,141158
CYM,2015,CYM 2015,60911
CYP,2015,CYP 2015,794836
CZE,2015,CZE 2015,7748928
DEU,2015,DEU 2015,63062064
DJI,2015,DJI 2015,779016
DMA,2015,DMA 2015,48710
DNK,2015,DNK 2015,4974525
DOM,2015,DOM 2015,8175446
DZA,2015,DZA 2015,28015534
EAP,2015,EAP 2015,1080375610
EAR,2015,EAR 2015,1389523758
EAS,2015,EAS 2015,1294988514
ECA,2015,ECA 2015,261665732
ECS,2015,ECS 2015,649265373
ECU,2015,ECU 2015,10267878
EGY,2015,EGY 2015,41811127
EMU,2015,EMU 2015,259180525
ERI,2015,ERI 2015,1276083
ESP,2015,ESP 2015,36971015
EST,2015,EST 2015,899949
ETH,2015,ETH 2015,19908240
EUU,2015,EUU 2015,328571822
FCS,2015,FCS 2015,365740044
FIN,2015,FIN 2015,4669930
FJI,2015,FJI 2015,501947
FRA,2015,FRA 2015,53009026
FRO,2015,FRO 2015,20326
FSM,2015,FSM 2015,24581
GAB,2015,GAB 2015,1787489
GBR,2015,GBR 2015,53802927
GEO,2015,GEO 2015,2140097
GHA,2015,GHA 2015,15615136
GIB,2015,GIB 2015,32520
GIN,2015,GIN 2015,4085492
GMB,2015,GMB 2015,1334486
GNB,2015,GNB 2015,753546
GNQ,2015,GNQ 2015,951178
GRC,2015,GRC 2015,8445266
GRD,2015,GRD 2015,42829
GRL,2015,GRL 2015,48298
GTM,2015,GTM 2015,7779195
GUM,2015,GUM 2015,158796
GUY,2015,GUY 2015,199638
HIC,2015,HIC 2015,973637991
HKG,2015,HKG 2015,7291300
HND,2015,HND 2015,5127314
HPC,2015,HPC 2015,252221017
HRV,2015,HRV 2015,2360534
HTI,2015,HTI 2015,5538261
HUN,2015,HUN 2015,6939335
IBD,2015,IBD 2015,2489744230
IBT,2015,IBT 2015,3042385784
IDA,2015,IDA 2015,552641554
IDB,2015,IDB 2015,214912950
IDN,2015,IDN 2015,138129702
IDX,2015,IDX 2015,337728604
IMN,2015,IMN 2015,43673
IND,2015,IND 2015,433595954
IRL,2015,IRL 2015,2940510
IRN,2015,IRN 2015,60000125
IRQ,2015,IRQ 2015,26400640
ISL,2015,ISL 2015,309974
ISR,2015,ISR 2015,7724692
ITA,2015,ITA 2015,42247229
JAM,2015,JAM 2015,1532278
JOR,2015,JOR 2015,8569127
JPN,2015,JPN 2015,116182717
KAZ,2015,KAZ 2015,10032906
KEN,2015,KEN 2015,12021155
KGZ,2015,KGZ 2015,2131200
KHM,2015,KHM 2015,3420840
KIR,2015,KIR 2015,60243
KNA,2015,KNA 2015,14732
KOR,2015,KOR 2015,41645542
KWT,2015,KWT 2015,3908743
LAC,2015,LAC 2015,443212119
LAO,2015,LAO 2015,2247179
LBN,2015,LBN 2015,5637850
LBR,2015,LBR 2015,2297862
LBY,2015,LBY 2015,4908585
LCA,2015,LCA 2015,32517
LCN,2015,LCN 2015,496525353
LDC,2015,LDC 2015,304882547
LIC,2015,LIC 2015,193929402
LIE,2015,LIE 2015,5343
LKA,2015,LKA 2015,3828283
LMC,2015,LMC 2015,1258365298
LMY,2015,LMY 2015,2984633485
LSO,2015,LSO 2015,570052
LTE,2015,LTE 2015,1350567898
LTU,2015,LTU 2015,1952971
LUX,2015,LUX 2015,513663
LVA,2015,LVA 2015,1344323
MAC,2015,MAC 2015,615239
MAR,2015,MAR 2015,21088840
MCO,2015,MCO 2015,36760
MDA,2015,MDA 2015,1205007
MDG,2015,MDG 2015,8745781
MDV,2015,MDV 2015,167825
MEA,2015,MEA 2015,282176862
MEX,2015,MEX 2015,95260846
MHL,2015,MHL 2015,37458
MIC,2015,MIC 2015,2790704083
MKD,2015,MKD 2015,1188475
MLI,2015,MLI 2015,7243533
MLT,2015,MLT 2015,420192
MMR,2015,MMR 2015,15372077
MNA,2015,MNA 2015,228231045
MNE,2015,MNE 2015,409418
MNG,2015,MNG 2015,2022848
MNP,2015,MNP 2015,47062
MOZ,2015,MOZ 2015,9234077
MRT,2015,MRT 2015,2016084
MUS,2015,MUS 2015,517668
MWI,2015,MWI 2015,2763250
MYS,2015,MYS 2015,23057113
NAC,2015,NAC 2015,291027807
NAM,2015,NAM 2015,1070588
NCL,2015,NCL 2015,186949
NER,2015,NER 2015,3270216
NGA,2015,NGA 2015,88019904
NIC,2015,NIC 2015,3646573
NLD,2015,NLD 2015,15275237
NOR,2015,NOR 2015,4207493
NPL,2015,NPL 2015,5123648
NRU,2015,NRU 2015,11185
NZL,2015,NZL 2015,3979802
OED,2015,OED 2015,1065186798
OMN,2015,OMN 2015,3410010
OSS,2015,OSS 2015,17934319
PAK,2015,PAK 2015,76003799
PAN,2015,PAN 2015,2639227
PER,2015,PER 2015,23757776
PHL,2015,PHL 2015,47687037
PLW,2015,PLW 2015,13908
PNG,2015,PNG 2015,1129724
POL,2015,POL 2015,22897449
PRE,2015,PRE 2015,340184841
PRI,2015,PRI 2015,3251779
PRK,2015,PRK 2015,15477354
PRT,2015,PRT 2015,6578828
PRY,2015,PRY 2015,3753105
PSE,2015,PSE 2015,3218283
PSS,2015,PSS 2015,925015
PST,2015,PST 2015,885810456
PYF,2015,PYF 2015,179983
QAT,2015,QAT 2015,2389099
ROU,2015,ROU 2015,10678041
RUS,2015,RUS 2015,106703732
RWA,2015,RWA 2015,1979769
SAS,2015,SAS 2015,581527189
SAU,2015,SAU 2015,27241324
SDN,2015,SDN 2015,12937739
SEN,2015,SEN 2015,6584032
SGP,2015,SGP 2015,5535002
SLB,2015,SLB 2015,136991
SLE,2015,SLE 2015,2986549
SLV,2015,SLV 2015,4343053
SMR,2015,SMR 2015,32475
SOM,2015,SOM 2015,5952201
SRB,2015,SRB 2015,3951845
SSA,2015,SSA 2015,389621790
SSD,2015,SSD 2015,2110349
SSF,2015,SSF 2015,389673544
SST,2015,SST 2015,22540720
STP,2015,STP 2015,141137
SUR,2015,SUR 2015,380136
SVK,2015,SVK 2015,2922832
SVN,2015,SVN 2015,1109788
SWE,2015,SWE 2015,8481489
SWZ,2015,SWZ 2015,264207
SXM,2015,SXM 2015,38825
SYC,2015,SYC 2015,51754
SYR,2015,SYR 2015,10018957
TCA,2015,TCA 2015,33686
TCD,2015,TCD 2015,3183683
TEA,2015,TEA 2015,1064864629
TEC,2015,TEC 2015,297601756
TGO,2015,TGO 2015,2996765
THA,2015,THA 2015,33526210
TJK,2015,TJK 2015,2279505
TKM,2015,TKM 2015,2901495
TLA,2015,TLA 2015,483705904
TLS,2015,TLS 2015,355594
TMN,2015,TMN 2015,225012762
TON,2015,TON 2015,24700
TSA,2015,TSA 2015,581527189
TSS,2015,TSS 2015,389673544
TTO,2015,TTO 2015,778552
TUN,2015,TUN 2015,7865762
TUR,2015,TUR 2015,58628348
TUV,2015,TUV 2015,6497
TZA,2015,TZA 2015,16612464
UGA,2015,UGA 2015,8267505
UKR,2015,UKR 2015,31183829
UMC,2015,UMC 2015,1532338785
URY,2015,URY 2015,3234208
USA,2015,USA 2015,261950744
UZB,2015,UZB 2015,15884192
VCT,2015,VCT 2015,54267
VEN,2015,VEN 2015,26913166
VGB,2015,VGB 2015,13680
VIR,2015,VIR 2015,102703
VNM,2015,VNM 2015,31168990
VUT,2015,VUT 2015,69002
WLD,2015,WLD 2015,3985184642
WSM,2015,WSM 2015,38503
YEM,2015,YEM 2015,9917199
ZAF,2015,ZAF 2015,36223620
ZMB,2015,ZMB 2015,6809146
ZWE,2015,ZWE 2015,4584076
ABW,2016,ABW 2016,45297
AFE,2016,AFE 2016,215083329
AFG,2016,AFG 2016,8665979
AFW,2016,AFW 2016,190684610
AGO,2016,AGO 2016,18702478
ALB,2016,ALB 2016,1680247
AND,2016,AND 2016,64015
ARB,2016,ARB 2016,241256824
ARE,2016,ARE 2016,7731918
ARG,2016,ARG 2016,39940546
ARM,2016,ARM 2016,1807826
ASM,2016,ASM 2016,43990
ATG,2016,ATG 2016,22502
AUS,2016,AUS 2016,20755798
AUT,2016,AUT 2016,5058968
AZE,2016,AZE 2016,5368846
BDI,2016,BDI 2016,1350704
BEL,2016,BEL 2016,11095615
BEN,2016,BEN 2016,5205425
BFA,2016,BFA 2016,5422969
BGD,2016,BGD 2016,56057220
BGR,2016,BGR 2016,5298039
BHR,2016,BHR 2016,1255867
BHS,2016,BHS 2016,327995
BIH,2016,BIH 2016,1654095
BLR,2016,BLR 2016,7354014
BLZ,2016,BLZ 2016,167109
BMU,2016,BMU 2016,64554
BOL,2016,BOL 2016,7741971
BRA,2016,BRA 2016,177986118
BRB,2016,BRB 2016,86919
BRN,2016,BRN 2016,327973
BTN,2016,BTN 2016,295616
BWA,2016,BWA 2016,1598067
CAF,2016,CAF 2016,1991979
CAN,2016,CAN 2016,29357013
CEB,2016,CEB 2016,64046460
CHE,2016,CHE 2016,6174416
CHI,2016,CHI 2016,50639
CHL,2016,CHL 2016,15809289
CHN,2016,CHN 2016,787376534
CIV,2016,CIV 2016,12077997
CMR,2016,CMR 2016,13083840
COD,2016,COD 2016,35265313
COG,2016,COG 2016,3423356
COL,2016,COL 2016,38152200
COM,2016,COM 2016,213564
CPV,2016,CPV 2016,361750
CRI,2016,CRI 2016,3844155
CSS,2016,CSS 2016,3710316
CUB,2016,CUB 2016,8725410
CUW,2016,CUW 2016,142535
CYM,2016,CYM 2016,62255
CYP,2016,CYP 2016,801155
CZE,2016,CZE 2016,7773650
DEU,2016,DEU 2016,63592936
DJI,2016,DJI 2016,793314
DMA,2016,DMA 2016,48968
DNK,2016,DNK 2016,5020143
DOM,2016,DOM 2016,8362698
DZA,2016,DZA 2016,28826081
EAP,2016,EAP 2016,1109067236
EAR,2016,EAR 2016,1421569050
EAS,2016,EAS 2016,1324556747
ECA,2016,ECA 2016,264115588
ECS,2016,ECS 2016,654007193
ECU,2016,ECU 2016,10444726
EGY,2016,EGY 2016,42639712
EMU,2016,EMU 2016,260667414
ERI,2016,ERI 2016,1306640
ESP,2016,ESP 2016,37112875
EST,2016,EST 2016,902145
ETH,2016,ETH 2016,20917553
EUU,2016,EUU 2016,330147530
FCS,2016,FCS 2016,377391735
FIN,2016,FIN 2016,4686120
FJI,2016,FJI 2016,507262
FRA,2016,FRA 2016,53323902
FRO,2016,FRO 2016,20680
FSM,2016,FSM 2016,24762
GAB,2016,GAB 2016,1847523
GBR,2016,GBR 2016,54382825
GEO,2016,GEO 2016,2155877
GHA,2016,GHA 2016,16180685
GIB,2016,GIB 2016,32565
GIN,2016,GIN 2016,4230727
GMB,2016,GMB 2016,1388423
GNB,2016,GNB 2016,780290
GNQ,2016,GNQ 2016,995169
GRC,2016,GRC 2016,8446960
GRD,2016,GRD 2016,43274
GRL,2016,GRL 2016,48503
GTM,2016,GTM 2016,7964335
GUM,2016,GUM 2016,159284
GUY,2016,GUY 2016,201021
HIC,2016,HIC 2016,981367682
HKG,2016,HKG 2016,7336600
HND,2016,HND 2016,5280355
HPC,2016,HPC 2016,263047946
HRV,2016,HRV 2016,2354458
HTI,2016,HTI 2016,5720767
HUN,2016,HUN 2016,6946267
IBD,2016,IBD 2016,2543322236
IBT,2016,IBT 2016,3115801428
IDA,2016,IDA 2016,572479192
IDB,2016,IDB 2016,221601322
IDN,2016,IDN 2016,141370295
IDX,2016,IDX 2016,350877870
IMN,2016,IMN 2016,43680
IND,2016,IND 2016,444186310
IRL,2016,IRL 2016,2983355
IRN,2016,IRN 2016,61546643
IRQ,2016,IRQ 2016,27124936
ISL,2016,ISL 2016,314424
ISR,2016,ISR 2016,7884198
ITA,2016,ITA 2016,42351339
JAM,2016,JAM 2016,1544229
JOR,2016,JOR 2016,9018612
JPN,2016,JPN 2016,116219897
KAZ,2016,KAZ 2016,10189588
KEN,2016,KEN 2016,12502904
KGZ,2016,KGZ 2016,2185215
KHM,2016,KHM 2016,3528344
KIR,2016,KIR 2016,62160
KNA,2016,KNA 2016,14714
KOR,2016,KOR 2016,41774264
KWT,2016,KWT 2016,4048085
LAC,2016,LAC 2016,449422888
LAO,2016,LAO 2016,2324870
LBN,2016,LBN 2016,5524233
LBR,2016,LBR 2016,2365002
LBY,2016,LBY 2016,4996859
LCA,2016,LCA 2016,32739
LCN,2016,LCN 2016,503147437
LDC,2016,LDC 2016,317574026
LIC,2016,LIC 2016,201638507
LIE,2016,LIE 2016,5379
LKA,2016,LKA 2016,3882481
LMC,2016,LMC 2016,1291311833
LMY,2016,LMY 2016,3057914041
LSO,2016,LSO 2016,585642
LTE,2016,LTE 2016,1379057974
LTU,2016,LTU 2016,1932212
LUX,2016,LUX 2016,526490
LVA,2016,LVA 2016,1332897
MAC,2016,MAC 2016,626688
MAR,2016,MAR 2016,21541817
MCO,2016,MCO 2016,37071
MDA,2016,MDA 2016,1191662
MDG,2016,MDG 2016,9143976
MDV,2016,MDV 2016,176949
MEA,2016,MEA 2016,289100440
MEX,2016,MEX 2016,96701350
MHL,2016,MHL 2016,36840
MIC,2016,MIC 2016,2856275534
MKD,2016,MKD 2016,1192987
MLI,2016,MLI 2016,7626464
MLT,2016,MLT 2016,430220
MMR,2016,MMR 2016,15610256
MNA,2016,MNA 2016,233682637
MNE,2016,MNE 2016,411597
MNG,2016,MNG 2016,2069095
MNP,2016,MNP 2016,46758
MOZ,2016,MOZ 2016,9673277
MRT,2016,MRT 2016,2105443
MUS,2016,MUS 2016,516887
MWI,2016,MWI 2016,2872972
MYS,2016,MYS 2016,23594371
NAC,2016,NAC 2016,293894567
NAM,2016,NAM 2016,1114303
NCL,2016,NCL 2016,188670
NER,2016,NER 2016,3408152
NGA,2016,NGA 2016,91848722
NIC,2016,NIC 2016,3711507
NLD,2016,NLD 2016,15435425
NOR,2016,NOR 2016,4265348
NPL,2016,NPL 2016,5277466
NRU,2016,NRU 2016,11437
NZL,2016,NZL 2016,4072982
OED,2016,OED 2016,1074888213
OMN,2016,OMN 2016,3628408
OSS,2016,OSS 2016,18545164
PAK,2016,PAK 2016,77368591
PAN,2016,PAN 2016,2698732
PER,2016,PER 2016,24140046
PHL,2016,PHL 2016,48740780
PLW,2016,PLW 2016,14035
PNG,2016,PNG 2016,1161342
POL,2016,POL 2016,22849639
PRE,2016,PRE 2016,354766158
PRI,2016,PRI 2016,3188713
PRK,2016,PRK 2016,15607248
PRT,2016,PRT 2016,6617169
PRY,2016,PRY 2016,3824264
PSE,2016,PSE 2016,3302741
PSS,2016,PSS 2016,940354
PST,2016,PST 2016,891748308
PYF,2016,PYF 2016,181215
QAT,2016,QAT 2016,2569604
ROU,2016,ROU 2016,10619522
RUS,2016,RUS 2016,107050095
RWA,2016,RWA 2016,2034934
SAS,2016,SAS 2016,595910612
SAU,2016,SAU 2016,27869503
SDN,2016,SDN 2016,13435884
SEN,2016,SEN 2016,6829288
SGP,2016,SGP 2016,5607283
SLB,2016,SLB 2016,143352
SLE,2016,SLE 2016,3089590
SLV,2016,SLV 2016,4406672
SMR,2016,SMR 2016,32789
SOM,2016,SOM 2016,6262554
SRB,2016,SRB 2016,3939250
SSA,2016,SSA 2016,405715080
SSD,2016,SSD 2016,2112741
SSF,2016,SSF 2016,405767939
SST,2016,SST 2016,23195834
STP,2016,STP 2016,145477
SUR,2016,SUR 2016,383992
SVK,2016,SVK 2016,2922095
SVN,2016,SVN 2016,1115536
SWE,2016,SWE 2016,8618398
SWZ,2016,SWZ 2016,268025
SXM,2016,SXM 2016,39969
SYC,2016,SYC 2016,52859
SYR,2016,SYR 2016,10019763
TCA,2016,TCA 2016,35384
TCD,2016,TCD 2016,3309161
TEA,2016,TEA 2016,1093427435
TEC,2016,TEC 2016,299939207
TGO,2016,TGO 2016,3112655
THA,2016,THA 2016,34207697
TJK,2016,TJK 2016,2342835
TKM,2016,TKM 2016,2977004
TLA,2016,TLA 2016,490376339
TLS,2016,TLS 2016,365532
TMN,2016,TMN 2016,230379896
TON,2016,TON 2016,24547
TSA,2016,TSA 2016,595910612
TSS,2016,TSS 2016,405767939
TTO,2016,TTO 2016,782418
TUN,2016,TUN 2016,7986686
TUR,2016,TUR 2016,60062918
TUV,2016,TUV 2016,6581
TZA,2016,TZA 2016,17589735
UGA,2016,UGA 2016,8766415
UKR,2016,UKR 2016,31122532
UMC,2016,UMC 2016,1564963701
URY,2016,URY 2016,3247994
USA,2016,USA 2016,264473000
UZB,2016,UZB 2016,16130961
VCT,2016,VCT 2016,54436
VEN,2016,VEN 2016,27103212
VGB,2016,VGB 2016,13965
VIR,2016,VIR 2016,102656
VNM,2016,VNM 2016,32137965
VUT,2016,VUT 2016,70980
WLD,2016,WLD 2016,4066384935
WSM,2016,WSM 2016,38398
